source,target,weight
ANV,DQC,0.6903609131103322
ANV,DXG,0.7492344051025832
ANV,DXS,0.7188932503630608
ANV,ELC,0.6643287249744735
ANV,EVS,0.7025364268585009
ANV,FCN,0.7326947089753324
ANV,FIT,0.6742862586642068
ANV,FMC,0.739949103263787
ANV,FRT,0.7216606849173921
ANV,FTS,0.7420532221864232
ANV,G36,0.6874815015050344
ANV,GEG,0.7194967776740017
ANV,GEX,0.6765725796541163
ANV,GIL,0.7202710200439382
ANV,GMD,0.7143574954770927
ANV,GVR,0.6530816265636578
ANV,HAH,0.8288899505695508
ANV,HAX,0.6691528607032567
ANV,HCM,0.8552170299267189
ANV,HDC,0.7453680448628879
ANV,HDG,0.7731619229448822
ANV,HHV,0.7164652256001001
ANV,HPG,0.7737365278348002
ANV,HQC,0.7090134962391217
ANV,HSG,0.7910450335931156
ANV,HT1,0.7611441238665123
ANV,HTG,0.6571012163229127
ANV,HUT,0.7392638380621919
ANV,IDC,0.7690104322075921
ANV,IDI,0.7726764395373678
ANV,IJC,0.7423178671448603
ANV,IPA,0.7407994899974344
ANV,JVC,0.6872584735622227
ANV,KBC,0.7390144819145097
ANV,KHG,0.6802151321690085
ANV,KSB,0.7352770520595513
ANV,L14,0.6861906790261065
ANV,LCG,0.7593964236777108
ANV,LHG,0.7335014215976262
ANV,LIG,0.6741088534776188
ANV,LPB,0.7684190138657848
ANV,MBB,0.7093484812404217
ANV,MBS,0.8232473577638684
ANV,MIG,0.6690055648743419
ANV,MPC,0.6735140800673807
ANV,MSB,0.6650656994858504
ANV,MSH,0.6611010745758944
ANV,MSN,0.7404773375368832
ANV,NHH,0.6542801696278406
ANV,NKG,0.7835987116096808
ANV,NT2,0.7257166753075195
ANV,OCB,0.6797590945371258
ANV,PAN,0.7854966857414951
ANV,PC1,0.8069878854785484
ANV,PET,0.7512842358364177
ANV,PHR,0.6994100054504778
ANV,PLC,0.7136953343278182
ANV,PSI,0.7607985731545458
ANV,PVC,0.734532017945808
ANV,PVD,0.7413631412299218
ANV,PVS,0.7669343598142419
ANV,PVT,0.7642494038605963
ANV,REE,0.6870863084862817
ANV,SBS,0.7705872315533607
ANV,SBT,0.6541077568370954
ANV,SCR,0.7983309851167133
ANV,SHB,0.7330374849271107
ANV,SHS,0.8358573686662837
ANV,SSI,0.8483949256886387
ANV,STB,0.7325933501033054
ANV,SZC,0.7986284952615497
ANV,TCB,0.6590721517307009
ANV,TCI,0.6883977345460507
ANV,TLH,0.7035852741376508
ANV,TNG,0.8253070728758001
ANV,TPB,0.6762504406192539
ANV,TTF,0.6514944848167521
ANV,VCG,0.6957157031526807
ANV,VCI,0.8230374145222766
ANV,VDS,0.6922024235440577
ANV,VGC,0.7043590059460548
ANV,VGS,0.7620973098769408
ANV,VHC,0.7761030545955083
ANV,VIB,0.7502092513100234
ANV,VIG,0.6829441202504052
ANV,VIX,0.750182267924899
ANV,VND,0.7980443345937281
ANV,VOS,0.6985564290381802
ANV,VPB,0.6873639472439402
ANV,WSS,0.6823453598573536
APF,CLH,0.6779337413291878
APF,HDB,0.6627376867895116
APF,PGC,0.6507733507840141
APG,BCC,0.6506824832104017
APG,BMS,0.6631858859047739
APG,C4G,0.690669223389781
APG,GSP,0.6693599312321996
APG,NBC,0.6665547845316844
